id_subid,prism_filepath,prism_redshift,grating_filepaths,grating_redshifts,file_count,available_filters,filter_g140m-f100lp_filepath,filter_g235m-f170lp_filepath,filter_g235h-f170lp_filepath,filter_g395h-f290lp_filepath,filter_g395m-f290lp_filepath,filter_g140m-f070lp_filepath,filter_g140h-f070lp_filepath,filter_g140h-f100lp_filepath
1211_b193,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_b193.spec.fits,5.556,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_b193.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_b193.spec.fits'}","{'g235h-f170lp': None, 'g395h-f290lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_b193.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_b193.spec.fits,,,,
1211_5549,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_5549.spec.fits,6.0139,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_5549.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_5549.spec.fits'}","{'g235h-f170lp': <Quantity 5.8924>, 'g395h-f290lp': <Quantity 6.0401>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_5549.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_5549.spec.fits,,,,
1211_6180,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_6180.spec.fits,0.415,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_6180.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_6180.spec.fits'}","{'g395h-f290lp': <Quantity 0.3851>, 'g235h-f170lp': <Quantity 0.4197>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_6180.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_6180.spec.fits,,,,
1211_7455,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_7455.spec.fits,2.6002,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_7455.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_7455.spec.fits'}","{'g235h-f170lp': <Quantity 2.5978>, 'g395h-f290lp': <Quantity 2.598>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_7455.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_7455.spec.fits,,,,
1211_6875,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_6875.spec.fits,0.9703,{},{},1,prism-clear,,,,,,,,
1211_6933,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_6933.spec.fits,1.7865,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_6933.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_6933.spec.fits'}","{'g395h-f290lp': <Quantity 1.7968>, 'g235h-f170lp': <Quantity 1.7905>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_6933.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_6933.spec.fits,,,,
1211_b15,/home/xingyaocai/DJAv4/goodsn-wide8-v4/goodsn-wide8-v4_prism-clear_1211_b15.spec.fits,5.0804,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide8-v4/goodsn-wide8-v4_g235h-f170lp_1211_b15.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide8-v4/goodsn-wide8-v4_g395h-f290lp_1211_b15.spec.fits'}","{'g235h-f170lp': None, 'g395h-f290lp': None}",6,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide8-v4/goodsn-wide8-v4_g235h-f170lp_1211_b15.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide8-v4/goodsn-wide8-v4_g395h-f290lp_1211_b15.spec.fits,,,,
1211_195,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_195.spec.fits,4.1325,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_195.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_195.spec.fits'}","{'g395h-f290lp': <Quantity 4.1303>, 'g235h-f170lp': <Quantity 4.0371>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_195.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_195.spec.fits,,,,
1211_43,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_43.spec.fits,3.4821,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_43.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_43.spec.fits'}","{'g395h-f290lp': <Quantity 3.4797>, 'g235h-f170lp': <Quantity 3.4803>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_43.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_43.spec.fits,,,,
1211_4559,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_prism-clear_1211_4559.spec.fits,3.5626,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_4559.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_4559.spec.fits'}","{'g395h-f290lp': <Quantity 3.5602>, 'g235h-f170lp': <Quantity 3.5598>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g235h-f170lp_1211_4559.spec.fits,/home/xingyaocai/DJAv4/goodsn-wide2-v4/goodsn-wide2-v4_g395h-f290lp_1211_4559.spec.fits,,,,
1747_761,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_761.spec.fits,0.2781,{},{},1,prism-clear,,,,,,,,
1747_830,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_830.spec.fits,0.1716,{},{},1,prism-clear,,,,,,,,
1747_301,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_301.spec.fits,1.466,{},{},1,prism-clear,,,,,,,,
1747_917,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_917.spec.fits,1.2193,{},{},1,prism-clear,,,,,,,,
1747_381,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_381.spec.fits,1.647,{},{},1,prism-clear,,,,,,,,
1747_405,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_405.spec.fits,0.9267,{},{},1,prism-clear,,,,,,,,
1747_833,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_833.spec.fits,,{},{},1,prism-clear,,,,,,,,
1747_527,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_527.spec.fits,0.7369,{},{},1,prism-clear,,,,,,,,
1747_291,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_291.spec.fits,1.7104,{},{},1,prism-clear,,,,,,,,
1747_486,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_486.spec.fits,,{},{},1,prism-clear,,,,,,,,
1747_556,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_556.spec.fits,0.8604,{},{},1,prism-clear,,,,,,,,
1747_125,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_125.spec.fits,3.713,{},{},1,prism-clear,,,,,,,,
1747_999,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_999.spec.fits,1.435,{},{},1,prism-clear,,,,,,,,
1747_321,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_321.spec.fits,1.0955,{},{},1,prism-clear,,,,,,,,
1747_675,/home/xingyaocai/DJAv4/borg-0409m5317-v4/borg-0409m5317-v4_prism-clear_1747_675.spec.fits,0.8578,{},{},2,prism-clear,,,,,,,,
1747_549,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_549.spec.fits,0.7155,{},{},1,prism-clear,,,,,,,,
1747_948,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_948.spec.fits,1.4523,{},{},1,prism-clear,,,,,,,,
1747_902,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_902.spec.fits,7.9023,{},{},1,prism-clear,,,,,,,,
1747_789,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_789.spec.fits,0.838,{},{},1,prism-clear,,,,,,,,
1747_780,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_780.spec.fits,0.2189,{},{},1,prism-clear,,,,,,,,
1747_807,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_807.spec.fits,2.0674,{},{},1,prism-clear,,,,,,,,
1747_832,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_832.spec.fits,1.5153,{},{},1,prism-clear,,,,,,,,
1747_375,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_375.spec.fits,1.0966,{},{},1,prism-clear,,,,,,,,
1747_939,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_939.spec.fits,3.5613,{},{},1,prism-clear,,,,,,,,
1747_392,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_392.spec.fits,1.4268,{},{},1,prism-clear,,,,,,,,
1747_1139,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_1139.spec.fits,3.9595,{},{},1,prism-clear,,,,,,,,
1747_961,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_961.spec.fits,1.1512,{},{},1,prism-clear,,,,,,,,
1747_169,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_169.spec.fits,2.0829,{},{},1,prism-clear,,,,,,,,
1747_840,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_840.spec.fits,,{},{},1,prism-clear,,,,,,,,
1747_855,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_855.spec.fits,0.3923,{},{},1,prism-clear,,,,,,,,
1747_494,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_494.spec.fits,1.2572,{},{},1,prism-clear,,,,,,,,
1747_200,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_200.spec.fits,1.2784,{},{},1,prism-clear,,,,,,,,
1747_943,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_943.spec.fits,0.9767,{},{},1,prism-clear,,,,,,,,
1747_445,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_445.spec.fits,0.5702,{},{},1,prism-clear,,,,,,,,
1747_233,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_233.spec.fits,1.2459,{},{},1,prism-clear,,,,,,,,
1747_878,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_878.spec.fits,1.7429,{},{},1,prism-clear,,,,,,,,
1747_589,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_589.spec.fits,0.802,{},{},1,prism-clear,,,,,,,,
1747_419,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_419.spec.fits,1.3729,{},{},1,prism-clear,,,,,,,,
1747_626,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_626.spec.fits,1.1907,{},{},1,prism-clear,,,,,,,,
1747_396,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_396.spec.fits,3.646,{},{},1,prism-clear,,,,,,,,
1747_1183,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_1183.spec.fits,1.6501,{},{},1,prism-clear,,,,,,,,
1747_437,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_437.spec.fits,1.5361,{},{},1,prism-clear,,,,,,,,
1747_609,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_609.spec.fits,4.4244,{},{},1,prism-clear,,,,,,,,
1747_343,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_343.spec.fits,0.5617,{},{},1,prism-clear,,,,,,,,
1747_1026,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_1026.spec.fits,1.1745,{},{},1,prism-clear,,,,,,,,
1747_309,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_309.spec.fits,1.8031,{},{},1,prism-clear,,,,,,,,
1747_620,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_620.spec.fits,1.6472,{},{},1,prism-clear,,,,,,,,
1747_395,/home/xingyaocai/DJAv4/borg-0955p4528-v4/borg-0955p4528-v4_prism-clear_1747_395.spec.fits,1.4756,{},{},1,prism-clear,,,,,,,,
1635_1,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_1.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_1.spec.fits,,,,
1635_344,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_344.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_344.spec.fits,,,,
1635_661,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_661.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_661.spec.fits,,,,
1635_6087,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6087.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6087.spec.fits,,,,
1635_7002,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_7002.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_7002.spec.fits,,,,
1635_30,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_30.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_30.spec.fits,,,,
1635_174,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_174.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_174.spec.fits,,,,
1635_2,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_2.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_2.spec.fits,,,,
1635_451,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_451.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_451.spec.fits,,,,
1635_446,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_446.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_446.spec.fits,,,,
1635_6074,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6074.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6074.spec.fits,,,,
1635_488,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_488.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_488.spec.fits,,,,
1635_329,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_329.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_329.spec.fits,,,,
1635_6082,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6082.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6082.spec.fits,,,,
1635_23,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_23.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_23.spec.fits,,,,
1635_222,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_222.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_222.spec.fits,,,,
1635_6028,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6028.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6028.spec.fits,,,,
1635_15,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_15.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_15.spec.fits,,,,
1635_525,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_525.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_525.spec.fits,,,,
1635_6018,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6018.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6018.spec.fits,,,,
1635_401,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_401.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_401.spec.fits,,,,
1635_22,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_22.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_22.spec.fits,,,,
1635_645,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_645.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_645.spec.fits,,,,
1635_6005,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6005.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6005.spec.fits,,,,
1635_545,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_545.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_545.spec.fits,,,,
1635_587,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_587.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_587.spec.fits,,,,
1635_494,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_494.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_494.spec.fits,,,,
1635_6031,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6031.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_6031.spec.fits,,,,
1635_289,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_289.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_289.spec.fits,,,,
1635_182,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_182.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_182.spec.fits,,,,
1635_199,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_199.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_199.spec.fits,,,,
1635_440,,,{'g395h-f290lp': '/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_440.spec.fits'},{'g395h-f290lp': None},1,g395h-f290lp,,,,/home/xingyaocai/DJAv4/cosmos-lae-martin-v4/cosmos-lae-martin-v4_g395h-f290lp_1635_440.spec.fits,,,,
