id_subid,prism_filepath,prism_redshift,grating_filepaths,grating_redshifts,file_count,available_filters,filter_g140m-f100lp_filepath,filter_g235m-f170lp_filepath,filter_g235h-f170lp_filepath,filter_g395h-f290lp_filepath,filter_g395m-f290lp_filepath,filter_g140m-f070lp_filepath,filter_g140h-f070lp_filepath,filter_g140h-f100lp_filepath
4446_102,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_102.spec.fits,0.2259,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_102.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_102.spec.fits'}","{'g140m-f100lp': None, 'g235m-f170lp': None}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_102.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_102.spec.fits,,,,,,
4446_143,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_143.spec.fits,1.6318,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_143.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_143.spec.fits'}","{'g140m-f100lp': <Quantity 1.6313>, 'g235m-f170lp': <Quantity 1.6309>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_143.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_143.spec.fits,,,,,,
4446_285,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_285.spec.fits,0.4446,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_285.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_285.spec.fits'}","{'g235m-f170lp': <Quantity 0.4462>, 'g140m-f100lp': <Quantity 0.4462>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_285.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_285.spec.fits,,,,,,
4446_29,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_29.spec.fits,1.7834,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_29.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_29.spec.fits'}","{'g140m-f100lp': <Quantity 1.7799>, 'g235m-f170lp': <Quantity 1.7796>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_29.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_29.spec.fits,,,,,,
4446_123,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_123.spec.fits,1.7855,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_123.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_123.spec.fits'}","{'g140m-f100lp': <Quantity 1.7855>, 'g235m-f170lp': <Quantity 1.7851>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_123.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_123.spec.fits,,,,,,
4446_3,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_3.spec.fits,1.7755,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_3.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_3.spec.fits'}","{'g235m-f170lp': <Quantity 1.7793>, 'g140m-f100lp': <Quantity 1.781>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_3.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_3.spec.fits,,,,,,
4446_407,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_407.spec.fits,1.8783,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_407.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_407.spec.fits'}","{'g235m-f170lp': <Quantity 1.8519>, 'g140m-f100lp': <Quantity 1.8532>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_407.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_407.spec.fits,,,,,,
4446_377,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_377.spec.fits,0.2713,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_377.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_377.spec.fits'}","{'g140m-f100lp': None, 'g235m-f170lp': None}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_377.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_377.spec.fits,,,,,,
4446_135,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_135.spec.fits,0.5902,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_135.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_135.spec.fits'}","{'g140m-f100lp': None, 'g235m-f170lp': None}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_135.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_135.spec.fits,,,,,,
4446_313,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_313.spec.fits,0.5517,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_313.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_313.spec.fits'}","{'g140m-f100lp': None, 'g235m-f170lp': None}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_313.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_313.spec.fits,,,,,,
4446_505,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_505.spec.fits,1.2852,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_505.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_505.spec.fits'}","{'g140m-f100lp': <Quantity 1.2868>, 'g235m-f170lp': <Quantity 1.2868>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_505.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_505.spec.fits,,,,,,
4446_862,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_862.spec.fits,0.3478,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_862.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_862.spec.fits'}","{'g140m-f100lp': <Quantity 0.368>, 'g235m-f170lp': <Quantity 0.368>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_862.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_862.spec.fits,,,,,,
4446_171,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_171.spec.fits,1.1697,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_171.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_171.spec.fits'}","{'g140m-f100lp': <Quantity 1.1769>, 'g235m-f170lp': <Quantity 1.1772>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_171.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_171.spec.fits,,,,,,
4446_610,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_610.spec.fits,0.6712,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_610.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_610.spec.fits'}","{'g235m-f170lp': <Quantity 0.6616>, 'g140m-f100lp': <Quantity 0.662>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_610.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_610.spec.fits,,,,,,
4446_328,,,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_328.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_328.spec.fits'}","{'g140m-f100lp': <Quantity 2.3525>, 'g235m-f170lp': <Quantity 4.942>}",2,"g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_328.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_328.spec.fits,,,,,,
4446_104,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_104.spec.fits,3.1147,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_104.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_104.spec.fits'}","{'g140m-f100lp': <Quantity 3.1099>, 'g235m-f170lp': <Quantity 3.1093>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_104.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_104.spec.fits,,,,,,
4446_46,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_46.spec.fits,2.2469,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_46.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_46.spec.fits'}","{'g140m-f100lp': <Quantity 2.2391>, 'g235m-f170lp': <Quantity 2.2395>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_46.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_46.spec.fits,,,,,,
4446_511,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_511.spec.fits,3.3266,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_511.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_511.spec.fits'}","{'g235m-f170lp': <Quantity 3.3235>, 'g140m-f100lp': <Quantity 3.3235>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_511.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_511.spec.fits,,,,,,
4446_249,,,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_249.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_249.spec.fits'}","{'g140m-f100lp': <Quantity 1.8867>, 'g235m-f170lp': <Quantity 2.3163>}",2,"g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_249.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_249.spec.fits,,,,,,
4446_274,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_274.spec.fits,4.1111,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_274.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_274.spec.fits'}","{'g140m-f100lp': <Quantity 4.1051>, 'g235m-f170lp': <Quantity 4.1065>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_274.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_274.spec.fits,,,,,,
4446_898,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_898.spec.fits,1.0083,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_898.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_898.spec.fits'}","{'g235m-f170lp': None, 'g140m-f100lp': None}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_898.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_898.spec.fits,,,,,,
4446_481,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_481.spec.fits,1.3168,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_481.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_481.spec.fits'}","{'g140m-f100lp': <Quantity 1.3229>, 'g235m-f170lp': <Quantity 1.3226>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_481.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_481.spec.fits,,,,,,
4446_490,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_490.spec.fits,0.3446,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_490.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_490.spec.fits'}","{'g140m-f100lp': None, 'g235m-f170lp': None}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_490.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_490.spec.fits,,,,,,
4446_477,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_477.spec.fits,1.8515,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_477.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_477.spec.fits'}","{'g235m-f170lp': <Quantity 1.8501>, 'g140m-f100lp': <Quantity 1.8501>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_477.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_477.spec.fits,,,,,,
4446_193,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_193.spec.fits,0.5548,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_193.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_193.spec.fits'}","{'g235m-f170lp': None, 'g140m-f100lp': None}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_193.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_193.spec.fits,,,,,,
4446_548,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_548.spec.fits,0.8124,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_548.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_548.spec.fits'}","{'g235m-f170lp': <Quantity 0.8152>, 'g140m-f100lp': <Quantity 0.815>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_548.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_548.spec.fits,,,,,,
4446_2,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_2.spec.fits,2.6041,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_2.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_2.spec.fits'}","{'g235m-f170lp': None, 'g140m-f100lp': None}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_2.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_2.spec.fits,,,,,,
4446_112,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_112.spec.fits,0.6256,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_112.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_112.spec.fits'}","{'g140m-f100lp': <Quantity 0.6222>, 'g235m-f170lp': <Quantity 0.622>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_112.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_112.spec.fits,,,,,,
4446_342,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_342.spec.fits,1.7656,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_342.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_342.spec.fits'}","{'g235m-f170lp': <Quantity 1.7656>, 'g140m-f100lp': <Quantity 1.7652>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_342.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_342.spec.fits,,,,,,
4446_337,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_337.spec.fits,1.7858,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_337.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_337.spec.fits'}","{'g140m-f100lp': <Quantity 1.7795>, 'g235m-f170lp': <Quantity 1.7791>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_337.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_337.spec.fits,,,,,,
4446_19,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_19.spec.fits,3.9612,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_19.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_19.spec.fits'}","{'g140m-f100lp': <Quantity 3.9516>, 'g235m-f170lp': <Quantity 3.9509>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_19.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_19.spec.fits,,,,,,
4446_376,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_376.spec.fits,0.6852,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_376.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_376.spec.fits'}","{'g140m-f100lp': <Quantity 0.6831>, 'g235m-f170lp': <Quantity 0.6829>}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_376.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_376.spec.fits,,,,,,
4446_56,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_56.spec.fits,3.9519,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_56.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_56.spec.fits'}","{'g140m-f100lp': None, 'g235m-f170lp': None}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_56.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_56.spec.fits,,,,,,
4446_66,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_66.spec.fits,0.0621,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_66.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_66.spec.fits'}","{'g235m-f170lp': None, 'g140m-f100lp': None}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_66.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_66.spec.fits,,,,,,
4446_269,,,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_269.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_269.spec.fits'}","{'g235m-f170lp': <Quantity 1.959>, 'g140m-f100lp': <Quantity 1.9278>}",2,"g140m-f100lp, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_269.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_269.spec.fits,,,,,,
4446_1477,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_1477.spec.fits,0.7199,"{'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_1477.spec.fits', 'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_1477.spec.fits'}","{'g235m-f170lp': <Quantity 0.6934>, 'g140m-f100lp': <Quantity 0.7196>}",3,"g140m-f100lp, prism-clear, g235m-f170lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_1477.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_1477.spec.fits,,,,,,
4446_1115,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_prism-clear_4446_1115.spec.fits,2.062,"{'g140m-f100lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_1115.spec.fits', 'g235m-f170lp': '/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_1115.spec.fits'}","{'g140m-f100lp': None, 'g235m-f170lp': None}",3,"prism-clear, g235m-f170lp, g140m-f100lp",/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g140m-f100lp_4446_1115.spec.fits,/home/xingyaocai/DJAv4/snh0pe-v4/snh0pe-v4_g235m-f170lp_4446_1115.spec.fits,,,,,,
