lam flux_nu eflux_nu eflux_nu_lines eflux_nu_spread
1320.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1330.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1340.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1350.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1360.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1370.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1380.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1390.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1400.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1410.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1420.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1430.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1440.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1450.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1460.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1470.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1480.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1490.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1500.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1510.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1520.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1530.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1540.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1550.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1560.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1570.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1580.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1590.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1600.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1610.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1620.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1630.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1640.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1650.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1660.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1670.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1680.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1690.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1700.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1710.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1720.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1730.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1740.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1750.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1760.000000000 0.035456219 0.125325041 0.125325041 0.468923365
1770.000000000 0.035456219 0.125325041 0.125325041 0.468923365
